v129_rawvalue_11,v129_rawvalue_12,v129_rawvalue_13,v129_rawvalue_14,v129_rawvalue_15,v129_rawvalue_16,v129_rawvalue_17,fips,county
24,20.5,23.2,25.6,NA,25.6,25.6,51083,Halifax County
26,26,26,26,26,26,26,51085,Hanover County
26,25.6,26,26,26,26,26,51087,Henrico County
26,23.2,24,24.8,24.8,24.8,24.8,51089,Henry County
NA,NA,NA,NA,NA,NA,NA,51091,Highland County
26,NA,NA,NA,NA,NA,NA,51093,Isle of Wight County
26,NA,NA,NA,26,26,26,51095,James City County
NA,NA,NA,NA,NA,NA,NA,51097,King and Queen County
25.6,24.8,24.8,NA,NA,NA,NA,51099,King George County
NA,NA,NA,NA,NA,NA,NA,51101,King William County
NA,NA,NA,NA,NA,NA,NA,51103,Lancaster County
NA,NA,NA,NA,NA,NA,NA,51105,Lee County
26,26,26,26,26,26,26,51107,Loudoun County
26,NA,NA,NA,NA,NA,NA,51109,Louisa County
NA,NA,NA,NA,NA,NA,NA,51111,Lunenburg County
NA,NA,NA,NA,NA,NA,NA,51113,Madison County
NA,NA,NA,NA,NA,NA,NA,51115,Mathews County
26,NA,NA,24.8,24.8,22.4,20.5,51117,Mecklenburg County
NA,NA,NA,NA,NA,NA,NA,51119,Middlesex County
26,26,26,26,26,26,26,51121,Montgomery County
NA,NA,NA,NA,NA,NA,NA,51125,Nelson County
NA,NA,NA,NA,NA,NA,NA,51127,New Kent County
NA,NA,NA,NA,NA,NA,NA,51131,Northampton County
NA,NA,NA,NA,NA,NA,NA,51133,Northumberland County
NA,NA,NA,NA,NA,NA,NA,51135,Nottoway County
26,NA,NA,26,NA,NA,NA,51137,Orange County
26,NA,NA,NA,NA,NA,NA,51139,Page County
23.2,NA,NA,NA,NA,NA,NA,51141,Patrick County
26,24.8,25.6,26,26,26,NA,51143,Pittsylvania County
NA,NA,NA,NA,NA,NA,NA,51145,Powhatan County
NA,NA,NA,NA,NA,NA,NA,51147,Prince Edward County
26,NA,NA,NA,NA,NA,NA,51149,Prince George County
26,26,26,26,26,26,26,51153,Prince William County
25.6,24,24,NA,NA,NA,NA,51155,Pulaski County
NA,NA,NA,NA,NA,NA,NA,51157,Rappahannock County
NA,NA,NA,NA,NA,NA,NA,51159,Richmond County
26,26,26,26,26,26,26,51161,Roanoke County
NA,NA,NA,NA,NA,NA,NA,51163,Rockbridge County
26,26,26,26,26,26,26,51165,Rockingham County
24,NA,NA,NA,NA,NA,NA,51167,Russell County
24.8,NA,NA,NA,NA,NA,NA,51169,Scott County
26,NA,NA,NA,NA,NA,NA,51171,Shenandoah County
25.6,NA,NA,NA,NA,NA,NA,51173,Smyth County
23.2,NA,NA,NA,NA,NA,NA,51175,Southampton County
25.6,26,25.6,25.6,25.6,26,26,51177,Spotsylvania County
25.6,26,26,26,26,26,26,51179,Stafford County
NA,NA,NA,NA,NA,NA,NA,51181,Surry County
NA,NA,NA,NA,NA,NA,NA,51183,Sussex County
26,NA,26,26,26,25.6,25.6,51185,Tazewell County
26,26,NA,26,26,26,26,51187,Warren County
24.8,26,25.6,24,23.2,26,26,51191,Washington County
20.5,NA,NA,NA,NA,NA,NA,51193,Westmoreland County
26,25.6,26,26,26,26,26,51195,Wise County
26,NA,NA,NA,NA,NA,NA,51197,Wythe County
26,NA,NA,NA,NA,NA,NA,51199,York County
26,26,26,26,26,26,26,51510,Alexandria city
NA,NA,NA,NA,NA,NA,NA,51515,Bedford city
NA,NA,NA,NA,NA,5,4.3,51520,Bristol city
NA,NA,NA,NA,NA,NA,NA,51530,Buena Vista city
23.2,26,26,26,26,26,26,51540,Charlottesville city
25.6,24.8,25.6,26,26,26,26,51550,Chesapeake city
NA,NA,NA,NA,NA,NA,NA,51570,Colonial Heights city
NA,NA,NA,NA,NA,NA,NA,51580,Covington city
19.5,23.2,20.5,22.4,23.2,23.2,24,51590,Danville city
NA,NA,NA,NA,NA,NA,NA,51595,Emporia city
24,NA,NA,NA,NA,NA,NA,51600,Fairfax city
NA,NA,NA,NA,NA,NA,NA,51610,Falls Church city
17.5,NA,NA,NA,NA,NA,NA,51620,Franklin city
19.5,20.5,25.6,25.6,26,26,26,51630,Fredericksburg city
NA,NA,NA,NA,NA,NA,NA,51640,Galax city
24.8,24,24.8,24.8,24.8,24.8,24.8,51650,Hampton city
23.2,25.6,24.8,26,NA,26,NA,51660,Harrisonburg city
24,22.4,24,24.8,23.2,20.5,22.4,51670,Hopewell city
NA,NA,NA,NA,NA,NA,NA,51678,Lexington city
24,25.6,24.8,25.6,25.6,26,26,51680,Lynchburg city
26,26,26,26,26,NA,26,51683,Manassas city
NA,NA,NA,NA,NA,NA,NA,51685,Manassas Park city
NA,NA,NA,NA,NA,NA,NA,51690,Martinsville city
24,24,24.8,24.8,24.8,24.8,25.6,51700,Newport News city
20.5,23.2,23.2,23.2,22.4,24,24,51710,Norfolk city
NA,NA,NA,NA,NA,NA,NA,51720,Norton city
18.5,24,23.2,24,24,23.2,24,51730,Petersburg city
NA,NA,NA,NA,NA,NA,NA,51735,Poquoson city
22.4,22.4,22.4,23.2,23.2,23.2,24,51740,Portsmouth city
NA,NA,NA,NA,NA,NA,NA,51750,Radford city
20.5,20.5,22.4,23.2,23.2,24,24,51760,Richmond city
24,23.2,24,24,24.8,24.8,25.6,51770,Roanoke city
NA,NA,NA,NA,NA,NA,NA,51775,Salem city
NA,NA,NA,NA,NA,NA,NA,51790,Staunton city
26,24.8,25.6,26,25.6,26,26,51800,Suffolk city
26,26,26,26,26,26,26,51810,Virginia Beach city
25.6,NA,NA,24.8,24,25.6,NA,51820,Waynesboro city
16.4,NA,NA,NA,NA,NA,NA,51830,Williamsburg city
25.6,24.8,24,24.8,24.8,NA,NA,51840,Winchester city
26,26,26,26,26,26,26,53000,Washington
25.6,26,25.6,26,26,NA,NA,53001,Adams County
NA,NA,NA,NA,NA,NA,NA,53003,Asotin County
26,26,26,26,26,26,26,53005,Benton County
26,26,26,26,26,26,26,53007,Chelan County
26,26,26,26,26,26,26,53009,Clallam County
26,26,26,26,26,26,26,53011,Clark County
NA,NA,NA,NA,NA,NA,NA,53013,Columbia County
26,26,26,26,26,26,26,53015,Cowlitz County
26,26,26,26,26,NA,NA,53017,Douglas County
NA,NA,NA,NA,NA,NA,NA,53019,Ferry County
26,26,26,26,26,26,26,53021,Franklin County
NA,NA,NA,NA,NA,NA,NA,53023,Garfield County
26,26,26,26,26,26,26,53025,Grant County
26,26,26,26,26,26,26,53027,Grays Harbor County
26,26,26,26,26,26,26,53029,Island County
NA,NA,NA,NA,NA,NA,NA,53031,Jefferson County
26,26,26,26,26,26,26,53033,King County
26,26,26,26,26,26,26,53035,Kitsap County
NA,NA,NA,NA,NA,NA,NA,53037,Kittitas County
NA,NA,NA,NA,NA,NA,NA,53039,Klickitat County
NA,26,26,NA,26,26,26,53041,Lewis County
NA,NA,NA,NA,NA,NA,NA,53043,Lincoln County
26,26,26,26,26,26,26,53045,Mason County
26,26,26,26,26,NA,NA,53047,Okanogan County
24,NA,NA,NA,NA,NA,NA,53049,Pacific County
NA,NA,NA,NA,NA,NA,NA,53051,Pend Oreille County
26,26,26,26,26,26,26,53053,Pierce County
NA,NA,NA,NA,NA,NA,NA,53055,San Juan County
26,26,26,26,26,26,26,53057,Skagit County
NA,NA,NA,NA,NA,NA,NA,53059,Skamania County
26,26,26,26,26,26,26,53061,Snohomish County
26,26,26,26,26,26,26,53063,Spokane County
25.6,26,25.6,26,NA,NA,NA,53065,Stevens County
26,26,26,26,26,26,26,53067,Thurston County
NA,NA,NA,NA,NA,NA,NA,53069,Wahkiakum County
26,26,26,26,26,26,26,53071,Walla Walla County
26,26,26,26,26,26,26,53073,Whatcom County
NA,NA,NA,NA,NA,NA,NA,53075,Whitman County
26,26,26,26,26,26,26,53077,Yakima County
26,26,26,26,26,26,26,54000,West Virginia
NA,NA,NA,NA,NA,NA,NA,54001,Barbour County
25.6,24.8,25.6,25.6,25.6,26,26,54003,Berkeley County
25.6,24.8,24.8,NA,NA,NA,NA,54005,Boone County
NA,NA,NA,NA,NA,NA,NA,54007,Braxton County
NA,NA,NA,NA,NA,NA,NA,54009,Brooke County
24.8,24.8,25.6,25.6,25.6,25.6,25.6,54011,Cabell County
NA,NA,NA,NA,NA,NA,NA,54013,Calhoun County
NA,NA,NA,NA,NA,NA,NA,54015,Clay County
NA,NA,NA,NA,NA,NA,NA,54017,Doddridge County
25.6,26,26,26,26,26,NA,54019,Fayette County
NA,NA,NA,NA,NA,NA,NA,54021,Gilmer County
NA,NA,NA,NA,NA,NA,NA,54023,Grant County
26,NA,NA,NA,NA,NA,NA,54025,Greenbrier County
NA,NA,NA,NA,NA,NA,NA,54027,Hampshire County
26,NA,NA,NA,NA,NA,NA,54029,Hancock County
NA,NA,NA,NA,NA,NA,NA,54031,Hardy County
26,26,26,26,26,26,26,54033,Harrison County
NA,NA,NA,NA,NA,NA,NA,54035,Jackson County
26,26,26,26,NA,NA,NA,54037,Jefferson County
26,26,26,26,26,26,26,54039,Kanawha County
NA,NA,NA,NA,NA,NA,17.5,54041,Lewis County
NA,24,NA,NA,NA,NA,NA,54043,Lincoln County
26,26,NA,NA,NA,NA,26,54045,Logan County
16.4,19.5,18.5,19.5,20.5,20.5,NA,54047,McDowell County
26,26,26,26,26,26,26,54049,Marion County
26,NA,NA,NA,NA,NA,NA,54051,Marshall County
23.2,NA,24.8,24.8,NA,NA,NA,54053,Mason County
25.6,26,26,26,26,26,26,54055,Mercer County
26,24,NA,NA,NA,NA,NA,54057,Mineral County
23.2,25.6,25.6,NA,24.8,25.6,NA,54059,Mingo County
26,26,26,26,26,26,26,54061,Monongalia County
NA,NA,NA,NA,NA,NA,NA,54063,Monroe County
NA,NA,NA,NA,NA,NA,NA,54065,Morgan County
25.6,NA,NA,23.2,23.2,24,24.8,54067,Nicholas County
25.6,25.6,25.6,25.6,25.6,26,26,54069,Ohio County
NA,NA,NA,NA,NA,NA,NA,54071,Pendleton County
NA,NA,NA,NA,NA,NA,NA,54073,Pleasants County
NA,NA,NA,NA,NA,NA,NA,54075,Pocahontas County
24,NA,24.8,23.2,24,23.2,24,54077,Preston County
26,26,26,26,26,26,26,54079,Putnam County
26,25.6,26,26,26,26,26,54081,Raleigh County
24.8,NA,NA,NA,24.8,NA,NA,54083,Randolph County
NA,NA,NA,NA,NA,NA,NA,54085,Ritchie County
NA,NA,NA,NA,NA,NA,NA,54087,Roane County
NA,NA,NA,NA,NA,NA,NA,54089,Summers County
NA,NA,NA,NA,NA,NA,NA,54091,Taylor County
NA,NA,NA,NA,NA,NA,NA,54093,Tucker County
NA,NA,NA,NA,NA,NA,NA,54095,Tyler County
26,NA,NA,NA,NA,NA,NA,54097,Upshur County
26,25.6,26,26,NA,NA,NA,54099,Wayne County
NA,NA,NA,NA,NA,NA,NA,54101,Webster County
NA,NA,NA,NA,NA,NA,NA,54103,Wetzel County
NA,NA,NA,NA,NA,NA,NA,54105,Wirt County
25.6,25.6,24.8,24.8,24.8,25.6,26,54107,Wood County
25.6,NA,NA,NA,NA,NA,NA,54109,Wyoming County
26,26,26,26,26,26,26,55000,Wisconsin
NA,NA,NA,NA,NA,NA,NA,55001,Adams County
NA,NA,NA,NA,NA,NA,NA,55003,Ashland County
26,NA,NA,NA,NA,NA,NA,55005,Barron County
NA,NA,NA,NA,NA,NA,NA,55007,Bayfield County
26,26,26,26,26,26,26,55009,Brown County
NA,NA,NA,NA,NA,NA,NA,55011,Buffalo County
NA,NA,NA,NA,NA,NA,NA,55013,Burnett County
26,NA,NA,NA,NA,NA,NA,55015,Calumet County
26,26,26,26,26,26,26,55017,Chippewa County
26,26,26,26,26,26,26,55019,Clark County
26,NA,26,26,26,NA,NA,55021,Columbia County
NA,NA,NA,NA,NA,NA,NA,55023,Crawford County
26,26,26,26,26,26,26,55025,Dane County
26,26,26,26,26,26,26,55027,Dodge County
NA,NA,NA,NA,NA,NA,NA,55029,Door County
26,26,26,26,26,NA,NA,55031,Douglas County
NA,NA,NA,NA,NA,NA,NA,55033,Dunn County
26,26,26,26,26,26,26,55035,Eau Claire County
NA,NA,NA,NA,NA,NA,NA,55037,Florence County
26,26,26,26,26,26,26,55039,Fond du Lac County
NA,NA,NA,NA,NA,NA,NA,55041,Forest County
26,26,26,26,26,26,26,55043,Grant County
26,NA,NA,NA,NA,NA,NA,55045,Green County
23.2,NA,NA,NA,NA,NA,NA,55047,Green Lake County
NA,NA,NA,NA,NA,NA,NA,55049,Iowa County
NA,NA,NA,NA,NA,NA,NA,55051,Iron County
NA,NA,NA,NA,NA,NA,NA,55053,Jackson County
26,26,26,26,26,26,26,55055,Jefferson County
NA,NA,NA,NA,NA,NA,NA,55057,Juneau County
26,26,26,26,26,26,26,55059,Kenosha County
NA,NA,NA,NA,NA,NA,NA,55061,Kewaunee County
26,26,26,26,26,26,26,55063,La Crosse County
NA,NA,NA,NA,NA,NA,NA,55065,Lafayette County
NA,NA,NA,NA,NA,NA,NA,55067,Langlade County
26,NA,NA,NA,NA,NA,NA,55069,Lincoln County
26,26,26,26,26,26,26,55071,Manitowoc County
26,26,26,26,26,26,26,55073,Marathon County
NA,NA,NA,NA,NA,NA,NA,55075,Marinette County
NA,NA,NA,NA,NA,NA,NA,55077,Marquette County
NA,NA,NA,NA,NA,NA,NA,55078,Menominee County
24.8,24.8,24.8,25.6,24.8,25.6,25.6,55079,Milwaukee County
26,26,26,26,26,26,25.6,55081,Monroe County
NA,NA,NA,NA,NA,NA,NA,55083,Oconto County
26,NA,NA,NA,NA,NA,NA,55085,Oneida County
26,26,26,26,26,26,26,55087,Outagamie County
26,26,26,26,NA,NA,26,55089,Ozaukee County
NA,NA,NA,NA,NA,NA,NA,55091,Pepin County
NA,NA,NA,NA,NA,NA,NA,55093,Pierce County
26,NA,NA,NA,NA,NA,NA,55095,Polk County
26,26,26,NA,NA,NA,NA,55097,Portage County
NA,NA,NA,NA,NA,NA,NA,55099,Price County
25.6,24.8,25.6,26,26,26,26,55101,Racine County
NA,NA,NA,NA,NA,NA,NA,55103,Richland County
26,26,26,26,26,26,26,55105,Rock County
NA,NA,NA,NA,NA,NA,NA,55107,Rusk County
26,26,26,26,26,26,26,55109,St. Croix County
26,26,26,26,26,26,26,55111,Sauk County
NA,NA,NA,NA,NA,NA,NA,55113,Sawyer County
26,26,NA,26,26,NA,NA,55115,Shawano County
26,26,26,26,26,26,26,55117,Sheboygan County
NA,NA,NA,NA,NA,NA,NA,55119,Taylor County
NA,NA,NA,NA,NA,NA,NA,55121,Trempealeau County
26,NA,NA,26,26,26,26,55123,Vernon County
NA,NA,NA,NA,NA,NA,NA,55125,Vilas County
26,26,26,26,26,26,26,55127,Walworth County
NA,NA,NA,NA,NA,NA,NA,55129,Washburn County
26,26,26,26,26,26,26,55131,Washington County
26,26,26,26,26,26,26,55133,Waukesha County
26,26,NA,NA,NA,NA,NA,55135,Waupaca County
NA,NA,NA,NA,NA,NA,NA,55137,Waushara County
26,26,26,26,26,26,26,55139,Winnebago County
26,26,26,26,26,26,26,55141,Wood County
26,26,26,26,26,26,26,56000,Wyoming
NA,NA,NA,NA,NA,NA,NA,56001,Albany County
NA,NA,NA,NA,NA,NA,NA,56003,Big Horn County
26,26,26,26,25.6,26,26,56005,Campbell County
20.5,NA,NA,NA,NA,NA,NA,56007,Carbon County
NA,NA,NA,NA,NA,NA,NA,56009,Converse County
NA,NA,NA,NA,NA,NA,NA,56011,Crook County
25.6,23.2,24.8,24.8,25.6,26,26,56013,Fremont County
NA,NA,NA,NA,NA,NA,NA,56015,Goshen County
NA,NA,NA,NA,NA,NA,NA,56017,Hot Springs County
NA,NA,NA,NA,NA,NA,NA,56019,Johnson County
26,26,26,26,26,26,26,56021,Laramie County
26,NA,NA,NA,NA,NA,NA,56023,Lincoln County
26,26,26,26,26,26,26,56025,Natrona County
NA,NA,NA,NA,NA,NA,NA,56027,Niobrara County
NA,NA,NA,NA,NA,NA,NA,56029,Park County
NA,NA,NA,NA,NA,NA,NA,56031,Platte County
NA,NA,NA,NA,NA,NA,NA,56033,Sheridan County
NA,NA,NA,NA,NA,NA,NA,56035,Sublette County
25.6,24.8,26,26,26,NA,NA,56037,Sweetwater County
NA,NA,NA,NA,NA,NA,NA,56039,Teton County
NA,NA,NA,NA,NA,NA,NA,56041,Uinta County
NA,NA,NA,NA,NA,NA,NA,56043,Washakie County
NA,NA,NA,NA,NA,NA,NA,56045,Weston County
NA,NA,NA,NA,NA,18.5,17.5,46102,NA
NA,NA,NA,NA,20.5,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,02105,NA
NA,NA,NA,NA,NA,NA,NA,02158,NA
NA,NA,NA,NA,NA,NA,NA,02195,NA
NA,NA,NA,NA,NA,NA,NA,02198,NA
NA,NA,NA,NA,NA,NA,NA,02230,NA
NA,NA,NA,NA,NA,NA,NA,02275,NA
